biomass_id,biomass_name,property,unit,ar_value
2206,Polish-56 coal,Oxygen,wt%,10.36
2206,Polish-56 coal,Nitrogen,wt%,1.21
2206,Polish-56 coal,Sulphur,wt%,0.72
2206,Polish-56 coal,Chlorine (Cl),mg/kg,983.7
2206,Polish-56 coal,Net calorific value (LHV),MJ/kg,25.43
2206,Polish-56 coal,Gross calorific value (HHV),MJ/kg,26.38
2206,Polish-56 coal,HHVMilne,MJ/kg,27.15
2206,Polish-56 coal,Aluminium (Al),mg/kg (dry),19000
2206,Polish-56 coal,Calcium (Ca),mg/kg (dry),4900
2206,Polish-56 coal,Iron (Fe),mg/kg (dry),8600
2206,Polish-56 coal,Potassium (K),mg/kg (dry),3300
2206,Polish-56 coal,Magnesium (Mg),mg/kg (dry),2900
2206,Polish-56 coal,Sodium (Na),mg/kg (dry),600
2206,Polish-56 coal,Phosphorus (P),mg/kg (dry),280
2206,Polish-56 coal,Silicon (Si),mg/kg (dry),30000
2206,Polish-56 coal,Titanium (Ti),mg/kg (dry),730
2207,Egyptian coal,Moisture content,wt%,1.93
2207,Egyptian coal,Ash content,wt%,8.24
2207,Egyptian coal,Volatile matter,wt%,54.13
2207,Egyptian coal,Fixed carbon,wt%,35.7
2207,Egyptian coal,Carbon,wt%,69.02
2207,Egyptian coal,Hydrogen,wt%,5.4
2207,Egyptian coal,Oxygen,wt%,14.09
2207,Egyptian coal,Nitrogen,wt%,1.26
2207,Egyptian coal,Sulphur,wt%,2.41
2207,Egyptian coal,Chlorine (Cl),mg/kg,686.5
2207,Egyptian coal,Net calorific value (LHV),MJ/kg,26.89
2207,Egyptian coal,Gross calorific value (HHV),MJ/kg,28.12
2207,Egyptian coal,HHVMilne,MJ/kg,28.88
2207,Egyptian coal,Aluminium (Al),mg/kg (dry),6000
2207,Egyptian coal,Calcium (Ca),mg/kg (dry),2000
2207,Egyptian coal,Iron (Fe),mg/kg (dry),12000
2207,Egyptian coal,Potassium (K),mg/kg (dry),420
2207,Egyptian coal,Magnesium (Mg),mg/kg (dry),320
2207,Egyptian coal,Sodium (Na),mg/kg (dry),210
2207,Egyptian coal,Phosphorus (P),mg/kg (dry),70
2207,Egyptian coal,Silicon (Si),mg/kg (dry),9900
2207,Egyptian coal,Titanium (Ti),mg/kg (dry),720
2208,Fettnuss German coal,Moisture content,wt%,0.32
2208,Fettnuss German coal,Ash content,wt%,3.25
2208,Fettnuss German coal,Volatile matter,wt%,29.51
2208,Fettnuss German coal,Fixed carbon,wt%,66.93
2208,Fettnuss German coal,Carbon,wt%,85.88
2208,Fettnuss German coal,Hydrogen,wt%,4.96
2208,Fettnuss German coal,Oxygen,wt%,4.53
2208,Fettnuss German coal,Nitrogen,wt%,1.65
2208,Fettnuss German coal,Sulphur,wt%,0.7
2208,Fettnuss German coal,Chlorine (Cl),mg/kg,897.1
2208,Fettnuss German coal,Net calorific value (LHV),MJ/kg,33.78
2208,Fettnuss German coal,Gross calorific value (HHV),MJ/kg,34.87
2208,Fettnuss German coal,HHVMilne,MJ/kg,35.1
2208,Fettnuss German coal,Aluminium (Al),mg/kg (dry),5100
2208,Fettnuss German coal,Calcium (Ca),mg/kg (dry),810
2208,Fettnuss German coal,Iron (Fe),mg/kg (dry),1900
2208,Fettnuss German coal,Potassium (K),mg/kg (dry),260
2208,Fettnuss German coal,Magnesium (Mg),mg/kg (dry),130
2208,Fettnuss German coal,Sodium (Na),mg/kg (dry),380
2208,Fettnuss German coal,Phosphorus (P),mg/kg (dry),350
2208,Fettnuss German coal,Silicon (Si),mg/kg (dry),6200
2208,Fettnuss German coal,Titanium (Ti),mg/kg (dry),160
2209,Genessee Canadian coal,Moisture content,wt%,7.67
2209,Genessee Canadian coal,Ash content,wt%,26.22
2209,Genessee Canadian coal,Volatile matter,wt%,48.57
2209,Genessee Canadian coal,Fixed carbon,wt%,17.54
2209,Genessee Canadian coal,Carbon,wt%,53.35
2209,Genessee Canadian coal,Hydrogen,wt%,3.35
2209,Genessee Canadian coal,Oxygen,wt%,16.26
2209,Genessee Canadian coal,Nitrogen,wt%,0.78
2209,Genessee Canadian coal,Sulphur,wt%,0.19
2209,Genessee Canadian coal,Net calorific value (LHV),MJ/kg,18.22
2209,Genessee Canadian coal,Gross calorific value (HHV),MJ/kg,19.14
2209,Genessee Canadian coal,HHVMilne,MJ/kg,20.29
2209,Genessee Canadian coal,Aluminium (Al),mg/kg (dry),26000
2209,Genessee Canadian coal,Calcium (Ca),mg/kg (dry),7600
2209,Genessee Canadian coal,Iron (Fe),mg/kg (dry),7900
2209,Genessee Canadian coal,Potassium (K),mg/kg (dry),4400
2209,Genessee Canadian coal,Magnesium (Mg),mg/kg (dry),2000
2209,Genessee Canadian coal,Sodium (Na),mg/kg (dry),4400
2209,Genessee Canadian coal,Phosphorus (P),mg/kg (dry),66
2209,Genessee Canadian coal,Silicon (Si),mg/kg (dry),65000
2209,Genessee Canadian coal,Titanium (Ti),mg/kg (dry),850
2210,Envirocoal Indonesia,Moisture content,wt%,6.74
2210,Envirocoal Indonesia,Ash content,wt%,2.02
2210,Envirocoal Indonesia,Volatile matter,wt%,43.55
2210,Envirocoal Indonesia,Fixed carbon,wt%,47.68
2210,Envirocoal Indonesia,Carbon,wt%,71.99
2210,Envirocoal Indonesia,Hydrogen,wt%,4.99
2210,Envirocoal Indonesia,Oxygen,wt%,20.1
2210,Envirocoal Indonesia,Nitrogen,wt%,0.99
2210,Envirocoal Indonesia,Sulphur,wt%,0.16
2210,Envirocoal Indonesia,Chlorine (Cl),mg/kg,93.3
2210,Envirocoal Indonesia,Net calorific value (LHV),MJ/kg,25.09
2210,Envirocoal Indonesia,Gross calorific value (HHV),MJ/kg,26.35
2210,Envirocoal Indonesia,HHVMilne,MJ/kg,28.6
2211,ICF Brair Atol Australian coal,Moisture content,wt%,1.37
2211,ICF Brair Atol Australian coal,Ash content,wt%,8.57
2211,ICF Brair Atol Australian coal,Volatile matter,wt%,31.27
2211,ICF Brair Atol Australian coal,Fixed carbon,wt%,58.79
2211,ICF Brair Atol Australian coal,Carbon,wt%,73.81
2211,ICF Brair Atol Australian coal,Hydrogen,wt%,4
2211,ICF Brair Atol Australian coal,Oxygen,wt%,10.97
2211,ICF Brair Atol Australian coal,Nitrogen,wt%,1.7
2211,ICF Brair Atol Australian coal,Sulphur,wt%,0.44
2211,ICF Brair Atol Australian coal,Chlorine (Cl),mg/kg,197.3
2211,ICF Brair Atol Australian coal,Net calorific value (LHV),MJ/kg,27.12
2211,ICF Brair Atol Australian coal,Gross calorific value (HHV),MJ/kg,28.03
2211,ICF Brair Atol Australian coal,HHVMilne,MJ/kg,28.85
2211,ICF Brair Atol Australian coal,Aluminium (Al),mg/kg (dry),14000
2211,ICF Brair Atol Australian coal,Calcium (Ca),mg/kg (dry),180
2211,ICF Brair Atol Australian coal,Iron (Fe),mg/kg (dry),2300
2211,ICF Brair Atol Australian coal,Potassium (K),mg/kg (dry),190
2211,ICF Brair Atol Australian coal,Magnesium (Mg),mg/kg (dry),115
2211,ICF Brair Atol Australian coal,Sodium (Na),mg/kg (dry),83
2211,ICF Brair Atol Australian coal,Phosphorus (P),mg/kg (dry),120
2211,ICF Brair Atol Australian coal,Silicon (Si),mg/kg (dry),16500
2211,ICF Brair Atol Australian coal,Titanium (Ti),mg/kg (dry),500
2212,Kaltin Prima Coal Indonesia,Moisture content,wt%,1.14
2212,Kaltin Prima Coal Indonesia,Ash content,wt%,5.09
2212,Kaltin Prima Coal Indonesia,Volatile matter,wt%,43.6
2212,Kaltin Prima Coal Indonesia,Fixed carbon,wt%,50.17
2212,Kaltin Prima Coal Indonesia,Carbon,wt%,73.29
2212,Kaltin Prima Coal Indonesia,Hydrogen,wt%,5.15
2212,Kaltin Prima Coal Indonesia,Oxygen,wt%,13.14
2212,Kaltin Prima Coal Indonesia,Nitrogen,wt%,1.7
2212,Kaltin Prima Coal Indonesia,Sulphur,wt%,0.72
2212,Kaltin Prima Coal Indonesia,Chlorine (Cl),mg/kg,98.9
2212,Kaltin Prima Coal Indonesia,Net calorific value (LHV),MJ/kg,27.06
2212,Kaltin Prima Coal Indonesia,Gross calorific value (HHV),MJ/kg,28.21
2212,Kaltin Prima Coal Indonesia,HHVMilne,MJ/kg,29.99
2212,Kaltin Prima Coal Indonesia,Aluminium (Al),mg/kg (dry),6700
2212,Kaltin Prima Coal Indonesia,Calcium (Ca),mg/kg (dry),670
2212,Kaltin Prima Coal Indonesia,Iron (Fe),mg/kg (dry),2600
2212,Kaltin Prima Coal Indonesia,Potassium (K),mg/kg (dry),910
2212,Kaltin Prima Coal Indonesia,Magnesium (Mg),mg/kg (dry),540
2212,Kaltin Prima Coal Indonesia,Sodium (Na),mg/kg (dry),490
2212,Kaltin Prima Coal Indonesia,Phosphorus (P),mg/kg (dry),210
2212,Kaltin Prima Coal Indonesia,Silicon (Si),mg/kg (dry),10300
2212,Kaltin Prima Coal Indonesia,Titanium (Ti),mg/kg (dry),250
2213,Douglas Premium coal& South Africa,Moisture content,wt%,0.45
2213,Douglas Premium coal& South Africa,Ash content,wt%,14.34
2213,Douglas Premium coal& South Africa,Volatile matter,wt%,31.36
2213,Douglas Premium coal& South Africa,Fixed carbon,wt%,53.86
2213,Douglas Premium coal& South Africa,Carbon,wt%,71.16
2213,Douglas Premium coal& South Africa,Hydrogen,wt%,3.8
2213,Douglas Premium coal& South Africa,Oxygen,wt%,9.14
2213,Douglas Premium coal& South Africa,Nitrogen,wt%,1.75
2213,Douglas Premium coal& South Africa,Sulphur,wt%,0.54
2213,Douglas Premium coal& South Africa,Chlorine (Cl),mg/kg,99.6
2213,Douglas Premium coal& South Africa,Net calorific value (LHV),MJ/kg,26.84
2213,Douglas Premium coal& South Africa,Gross calorific value (HHV),MJ/kg,27.68
2213,Douglas Premium coal& South Africa,HHVMilne,MJ/kg,27.83
2213,Douglas Premium coal& South Africa,Aluminium (Al),mg/kg (dry),21000
2213,Douglas Premium coal& South Africa,Calcium (Ca),mg/kg (dry),7000
2213,Douglas Premium coal& South Africa,Iron (Fe),mg/kg (dry),4300
2213,Douglas Premium coal& South Africa,Potassium (K),mg/kg (dry),640
2213,Douglas Premium coal& South Africa,Magnesium (Mg),mg/kg (dry),1200
2213,Douglas Premium coal& South Africa,Sodium (Na),mg/kg (dry),170
2213,Douglas Premium coal& South Africa,Phosphorus (P),mg/kg (dry),1160
2213,Douglas Premium coal& South Africa,Silicon (Si),mg/kg (dry),25000
2213,Douglas Premium coal& South Africa,Titanium (Ti),mg/kg (dry),960
2214,Anker Diversen South Africa,Moisture content,wt%,1.06
2214,Anker Diversen South Africa,Ash content,wt%,20.2
2214,Anker Diversen South Africa,Volatile matter,wt%,37.3
2214,Anker Diversen South Africa,Fixed carbon,wt%,41.44
2214,Anker Diversen South Africa,Carbon,wt%,64.59
2214,Anker Diversen South Africa,Hydrogen,wt%,3.5
2214,Anker Diversen South Africa,Oxygen,wt%,9.87
2214,Anker Diversen South Africa,Nitrogen,wt%,1.6
2214,Anker Diversen South Africa,Sulphur,wt%,0.91
2214,Anker Diversen South Africa,Chlorine (Cl),mg/kg,98.9
2214,Anker Diversen South Africa,Net calorific value (LHV),MJ/kg,23.98
2214,Anker Diversen South Africa,Gross calorific value (HHV),MJ/kg,24.76
2214,Anker Diversen South Africa,HHVMilne,MJ/kg,25.09
2214,Anker Diversen South Africa,Aluminium (Al),mg/kg (dry),25000
2214,Anker Diversen South Africa,Calcium (Ca),mg/kg (dry),12300
2214,Anker Diversen South Africa,Iron (Fe),mg/kg (dry),6600
2214,Anker Diversen South Africa,Potassium (K),mg/kg (dry),1150
2214,Anker Diversen South Africa,Magnesium (Mg),mg/kg (dry),2300
2214,Anker Diversen South Africa,Sodium (Na),mg/kg (dry),260
2214,Anker Diversen South Africa,Phosphorus (P),mg/kg (dry),1630
2214,Anker Diversen South Africa,Silicon (Si),mg/kg (dry),33000
2214,Anker Diversen South Africa,Titanium (Ti),mg/kg (dry),1160
2215,wood& beech chips& Rettenmayer,Moisture content,wt%,10.2
2215,wood& beech chips& Rettenmayer,Ash content,wt%,0.93
2215,wood& beech chips& Rettenmayer,Volatile matter,wt%,74.53
2215,wood& beech chips& Rettenmayer,Fixed carbon,wt%,14.33
2215,wood& beech chips& Rettenmayer,Carbon,wt%,43.82
2215,wood& beech chips& Rettenmayer,Hydrogen,wt%,5.39
2215,wood& beech chips& Rettenmayer,Oxygen,wt%,39.96
2215,wood& beech chips& Rettenmayer,Nitrogen,wt%,0.13
2215,wood& beech chips& Rettenmayer,Sulphur,wt%,0.02
2215,wood& beech chips& Rettenmayer,Chlorine (Cl),mg/kg,44.9
2215,wood& beech chips& Rettenmayer,Fluorine (F),mg/kg (dry),0
2215,wood& beech chips& Rettenmayer,Net calorific value (LHV),MJ/kg,15.7
2215,wood& beech chips& Rettenmayer,Gross calorific value (HHV),MJ/kg,17.13
2215,wood& beech chips& Rettenmayer,HHVMilne,MJ/kg,17.24
2215,wood& beech chips& Rettenmayer,Aluminium (Al),mg/kg (dry),48
2215,wood& beech chips& Rettenmayer,Arsenic (As),mg/kg (dry),0
2215,wood& beech chips& Rettenmayer,Boron (B),mg/kg (dry),3.7
2215,wood& beech chips& Rettenmayer,Barium (Ba),mg/kg (dry),11
2215,wood& beech chips& Rettenmayer,Calcium (Ca),mg/kg (dry),2707
2215,wood& beech chips& Rettenmayer,Cadmium (Cd),mg/kg (dry),0
2215,wood& beech chips& Rettenmayer,Cobalt (Co),mg/kg (dry),24
2215,wood& beech chips& Rettenmayer,Chromium (Cr),mg/kg (dry),0
2215,wood& beech chips& Rettenmayer,Copper (Cu),mg/kg (dry),1.7
2215,wood& beech chips& Rettenmayer,Iron (Fe),mg/kg (dry),27
2215,wood& beech chips& Rettenmayer,Mercury (Hg),mg/kg (dry),0
2215,wood& beech chips& Rettenmayer,Potassium (K),mg/kg (dry),1173
2215,wood& beech chips& Rettenmayer,Magnesium (Mg),mg/kg (dry),365
2215,wood& beech chips& Rettenmayer,Manganese (Mn),mg/kg (dry),51
2215,wood& beech chips& Rettenmayer,Molybdenium (Mo),mg/kg (dry),0
2215,wood& beech chips& Rettenmayer,Sodium (Na),mg/kg (dry),13
2215,wood& beech chips& Rettenmayer,Nickel (Ni),mg/kg (dry),0
2215,wood& beech chips& Rettenmayer,Phosphorus (P),mg/kg (dry),88
2215,wood& beech chips& Rettenmayer,Lead (Pb),mg/kg (dry),0
2215,wood& beech chips& Rettenmayer,Antimony (Sb),mg/kg (dry),0
2215,wood& beech chips& Rettenmayer,Selenium (Se),mg/kg (dry),1.4
2215,wood& beech chips& Rettenmayer,Silicon (Si),mg/kg (dry),168
2215,wood& beech chips& Rettenmayer,Tin (Sn),mg/kg (dry),0
2215,wood& beech chips& Rettenmayer,Strontium (Sr),mg/kg (dry),4.4
2215,wood& beech chips& Rettenmayer,Titanium (Ti),mg/kg (dry),1.5
2215,wood& beech chips& Rettenmayer,Vanadium (V),mg/kg (dry),0
2215,wood& beech chips& Rettenmayer,Zinc (Zn),mg/kg (dry),2.8
2216,paper& newspaper,Moisture content,wt% (ar),0
2216,paper& newspaper,Ash content,wt%,0
2216,paper& newspaper,Volatile matter,wt%,0
2216,paper& newspaper,Fixed carbon,wt%,0
2216,paper& newspaper,Carbon,wt%,0
2216,paper& newspaper,Hydrogen,wt%,0
2216,paper& newspaper,Oxygen,wt%,0
2216,paper& newspaper,Nitrogen,wt%,0
2216,paper& newspaper,Sulphur,wt%,0
2216,paper& newspaper,Net calorific value (LHV),MJ/kg,0
2216,paper& newspaper,Gross calorific value (HHV),MJ/kg,0
2216,paper& newspaper,HHVMilne,MJ/kg,0
2217,cardboard,Moisture content,wt% (ar),0
2217,cardboard,Ash content,wt%,0
2217,cardboard,Volatile matter,wt%,0
2217,cardboard,Fixed carbon,wt%,0
2217,cardboard,Carbon,wt%,0
2217,cardboard,Hydrogen,wt%,0
2217,cardboard,Oxygen,wt%,0
2217,cardboard,Nitrogen,wt%,0
2217,cardboard,Sulphur,wt%,0
2217,cardboard,Net calorific value (LHV),MJ/kg,0
2217,cardboard,Gross calorific value (HHV),MJ/kg,0
2217,cardboard,HHVMilne,MJ/kg,0
2218,recycled paper,Moisture content,wt% (ar),0
2218,recycled paper,Ash content,wt%,0
2218,recycled paper,Volatile matter,wt%,0
2218,recycled paper,Fixed carbon,wt%,0
2218,recycled paper,Gross calorific value (HHV),MJ/kg,0
2219,glossy paper,Moisture content,wt% (ar),0
2219,glossy paper,Ash content,wt%,0
2219,glossy paper,Volatile matter,wt%,0
2219,glossy paper,Fixed carbon,wt%,0
2219,glossy paper,Carbon,wt%,0
2219,glossy paper,Hydrogen,wt%,0
2219,glossy paper,Oxygen,wt%,0
2219,glossy paper,Nitrogen,wt%,0
2219,glossy paper,Sulphur,wt%,0
2219,glossy paper,Net calorific value (LHV),MJ/kg,0
2219,glossy paper,Gross calorific value (HHV),MJ/kg,0
2219,glossy paper,HHVMilne,MJ/kg,0
2220,wood& spruce,Moisture content,wt% (ar),0
2220,wood& spruce,Ash content,wt%,0
2220,wood& spruce,Volatile matter,wt%,0
2220,wood& spruce,Fixed carbon,wt%,0
2220,wood& spruce,Carbon,wt%,0
2220,wood& spruce,Hydrogen,wt%,0
2220,wood& spruce,Oxygen,wt%,0
2220,wood& spruce,Nitrogen,wt%,0
2220,wood& spruce,Net calorific value (LHV),MJ/kg,0
2220,wood& spruce,Gross calorific value (HHV),MJ/kg,0
2220,wood& spruce,HHVMilne,MJ/kg,0
2221,HDPE,Moisture content,wt% (ar),0
2221,HDPE,Ash content,wt%,0
2221,HDPE,Volatile matter,wt%,0
2221,HDPE,Fixed carbon,wt%,0
2221,HDPE,Carbon,wt%,0
2221,HDPE,Hydrogen,wt%,0
2221,HDPE,Oxygen,wt%,0
2221,HDPE,Net calorific value (LHV),MJ/kg,0
2221,HDPE,Gross calorific value (HHV),MJ/kg,0
2221,HDPE,HHVMilne,MJ/kg,0
2222,LDPE,Moisture content,wt% (ar),0
2222,LDPE,Ash content,wt%,0
2222,LDPE,Volatile matter,wt%,0
2222,LDPE,Fixed carbon,wt%,0
2222,LDPE,Carbon,wt%,0
2222,LDPE,Hydrogen,wt%,0
2222,LDPE,Oxygen,wt%,0
2222,LDPE,Nitrogen,wt%,0
2222,LDPE,Sulphur,wt%,0
2222,LDPE,Net calorific value (LHV),MJ/kg,0
2222,LDPE,Gross calorific value (HHV),MJ/kg,0
2222,LDPE,HHVMilne,MJ/kg,0
2223,PP,Moisture content,wt% (ar),0
2223,PP,Ash content,wt%,0
2223,PP,Volatile matter,wt%,0
2223,PP,Fixed carbon,wt%,0
2223,PP,Carbon,wt%,0
2223,PP,Hydrogen,wt%,0
2223,PP,Oxygen,wt%,0
2223,PP,Net calorific value (LHV),MJ/kg,0
2223,PP,Gross calorific value (HHV),MJ/kg,0
2223,PP,HHVMilne,MJ/kg,0
2224,PS,Moisture content,wt% (ar),0
2224,PS,Ash content,wt%,0
2224,PS,Volatile matter,wt%,0
2224,PS,Fixed carbon,wt%,0
2224,PS,Carbon,wt%,0
2224,PS,Hydrogen,wt%,0
2224,PS,Oxygen,wt%,0
2224,PS,Net calorific value (LHV),MJ/kg,0
2224,PS,Gross calorific value (HHV),MJ/kg,0
2224,PS,HHVMilne,MJ/kg,0
2225,PVC,Moisture content,wt% (ar),0
2225,PVC,Ash content,wt%,0
2225,PVC,Volatile matter,wt%,0
2225,PVC,Fixed carbon,wt%,0
2225,PVC,Carbon,wt%,0
2225,PVC,Hydrogen,wt%,0
2225,PVC,Oxygen,wt%,0
2225,PVC,Nitrogen,wt%,0
2225,PVC,Sulphur,wt%,0
2225,PVC,Chlorine (Cl),mg/kg,0
2225,PVC,Net calorific value (LHV),MJ/kg,0
2225,PVC,Gross calorific value (HHV),MJ/kg,0
2225,PVC,HHVMilne,MJ/kg,0
2226,juice carton,Moisture content,wt% (ar),0
2226,juice carton,Ash content,wt%,0
2226,juice carton,Volatile matter,wt%,0
2226,juice carton,Fixed carbon,wt%,0
2226,juice carton,Gross calorific value (HHV),MJ/kg,0
2227,petroleum residu& Shell Canada,Moisture content,wt% (ar),0
2227,petroleum residu& Shell Canada,Ash content,wt%,0
2227,petroleum residu& Shell Canada,Carbon,wt%,0
2227,petroleum residu& Shell Canada,Hydrogen,wt%,0
2227,petroleum residu& Shell Canada,Oxygen,wt%,0
2227,petroleum residu& Shell Canada,Nitrogen,wt%,0
2227,petroleum residu& Shell Canada,Sulphur,wt%,0
2227,petroleum residu& Shell Canada,HHVMilne,MJ/kg,0
2228,sewage sludge pellets,Arsenic (As),mg/kg (dry),2.9
2228,sewage sludge pellets,Barium (Ba),mg/kg (dry),400
2228,sewage sludge pellets,Cobalt (Co),mg/kg (dry),7.9
2228,sewage sludge pellets,Chromium (Cr),mg/kg (dry),55
2228,sewage sludge pellets,Copper (Cu),mg/kg (dry),310
2228,sewage sludge pellets,Manganese (Mn),mg/kg (dry),280
2228,sewage sludge pellets,Molybdenium (Mo),mg/kg (dry),12
2228,sewage sludge pellets,Nickel (Ni),mg/kg (dry),40
2228,sewage sludge pellets,Lead (Pb),mg/kg (dry),140
2228,sewage sludge pellets,Antimony (Sb),mg/kg (dry),6.9
2228,sewage sludge pellets,Tin (Sn),mg/kg (dry),81
2228,sewage sludge pellets,Vanadium (V),mg/kg (dry),45
2228,sewage sludge pellets,Zinc (Zn),mg/kg (dry),7700
2229,Daw Mill Coal,Arsenic (As),mg/kg (dry),8.1
2229,Daw Mill Coal,Barium (Ba),mg/kg (dry),140
2229,Daw Mill Coal,Cobalt (Co),mg/kg (dry),4.1
2229,Daw Mill Coal,Manganese (Mn),mg/kg (dry),200
2229,Daw Mill Coal,Molybdenium (Mo),mg/kg (dry),10
2229,Daw Mill Coal,Lead (Pb),mg/kg (dry),11
2229,Daw Mill Coal,Vanadium (V),mg/kg (dry),61
2237,palm fibre,Moisture content,wt%,36.4
2237,palm fibre,Ash content,wt%,5.34
2237,palm fibre,Volatile matter,wt%,46.3
2237,palm fibre,Fixed carbon,wt%,11.96
2237,palm fibre,Carbon,wt%,30.2
2237,palm fibre,Hydrogen,wt%,3.82
2237,palm fibre,Oxygen,wt%,23.16
2237,palm fibre,Nitrogen,wt%,0.89
2237,palm fibre,Sulphur,wt%,0.19
2237,palm fibre,Net calorific value (LHV),MJ/kg,10.47
2237,palm fibre,Gross calorific value (HHV),MJ/kg,12.19
2237,palm fibre,HHVMilne,MJ/kg,12.4
2237,palm fibre,SO3,wt% (ash),2.8
2237,palm fibre,P2O5,wt% (ash),2.8
2237,palm fibre,SiO2,wt% (ash),63.2
2237,palm fibre,Fe2O3,wt% (ash),3.9
2237,palm fibre,Al2O3,wt% (ash),4.5
2237,palm fibre,MgO,wt% (ash),3.8
2237,palm fibre,Na2O,wt% (ash),0.8
2237,palm fibre,K2O,wt% (ash),9
2237,palm fibre,TiO2,wt% (ash),0.2
2238,biomass pellets& the Netherlands,Moisture content,wt%,10
2238,biomass pellets& the Netherlands,Ash content,wt%,34.26
2238,biomass pellets& the Netherlands,Carbon,wt%,25.18
2238,biomass pellets& the Netherlands,Hydrogen,wt%,3.2
2238,biomass pellets& the Netherlands,Oxygen,wt%,25.97
2238,biomass pellets& the Netherlands,Nitrogen,wt%,0.82
2238,biomass pellets& the Netherlands,Sulphur,wt%,0.41
2238,biomass pellets& the Netherlands,Chlorine (Cl),mg/kg,1440
2238,biomass pellets& the Netherlands,Fluorine (F),mg/kg,46.3
2238,biomass pellets& the Netherlands,Net calorific value (LHV),MJ/kg,9.5
2238,biomass pellets& the Netherlands,Gross calorific value (HHV),MJ/kg,10.44
2238,biomass pellets& the Netherlands,HHVMilne,MJ/kg,9.31
2238,biomass pellets& the Netherlands,Aluminium (Al),mg/kg (dry),43000
2238,biomass pellets& the Netherlands,Barium (Ba),mg/kg (dry),247
2238,biomass pellets& the Netherlands,Calcium (Ca),mg/kg (dry),60900
2238,biomass pellets& the Netherlands,Cadmium (Cd),mg/kg (dry),4.1
2238,biomass pellets& the Netherlands,Chromium (Cr),mg/kg (dry),74
2238,biomass pellets& the Netherlands,Copper (Cu),mg/kg (dry),253
2238,biomass pellets& the Netherlands,Iron (Fe),mg/kg (dry),13800
2238,biomass pellets& the Netherlands,Mercury (Hg),mg/kg (dry),0
2238,biomass pellets& the Netherlands,Potassium (K),mg/kg (dry),4200
2238,biomass pellets& the Netherlands,Magnesium (Mg),mg/kg (dry),5800
2238,biomass pellets& the Netherlands,Manganese (Mn),mg/kg (dry),393
2238,biomass pellets& the Netherlands,Molybdenium (Mo),mg/kg (dry),4.1
2238,biomass pellets& the Netherlands,Sodium (Na),mg/kg (dry),1400
2238,biomass pellets& the Netherlands,Nickel (Ni),mg/kg (dry),30.9
2238,biomass pellets& the Netherlands,Phosphorus (P),mg/kg (dry),9100
2238,biomass pellets& the Netherlands,Lead (Pb),mg/kg (dry),66
2238,biomass pellets& the Netherlands,Antimony (Sb),mg/kg (dry),0
2238,biomass pellets& the Netherlands,Selenium (Se),mg/kg (dry),0
2238,biomass pellets& the Netherlands,Silicon (Si),mg/kg (dry),54900
2238,biomass pellets& the Netherlands,Strontium (Sr),mg/kg (dry),132
2238,biomass pellets& the Netherlands,Titanium (Ti),mg/kg (dry),2100
2238,biomass pellets& the Netherlands,Vanadium (V),mg/kg (dry),21
2238,biomass pellets& the Netherlands,Zinc (Zn),mg/kg (dry),436
2239,bone meal,Moisture content,wt%,5
2239,bone meal,Ash content,wt%,14.5
2239,bone meal,Carbon,wt%,46.7
2239,bone meal,Hydrogen,wt%,6.7
2239,bone meal,Oxygen,wt%,15.89
2239,bone meal,Nitrogen,wt%,9.7
2239,bone meal,Sulphur,wt%,0.6
2239,bone meal,Chlorine (Cl),mg/kg,9025
2239,bone meal,Fluorine (F),mg/kg,99.8
2239,bone meal,Net calorific value (LHV),MJ/kg,17.5
2239,bone meal,Gross calorific value (HHV),MJ/kg,19.08
2239,bone meal,HHVMilne,MJ/kg,21.56
2239,bone meal,Arsenic (As),mg/kg (dry),6.3
2239,bone meal,Calcium (Ca),mg/kg (dry),45500
2239,bone meal,Cobalt (Co),mg/kg (dry),2
2239,bone meal,Chromium (Cr),mg/kg (dry),6.5
2239,bone meal,Copper (Cu),mg/kg (dry),33
2239,bone meal,Iron (Fe),mg/kg (dry),1800
2239,bone meal,Potassium (K),mg/kg (dry),6600
2239,bone meal,Magnesium (Mg),mg/kg (dry),1800
2239,bone meal,Manganese (Mn),mg/kg (dry),26
2239,bone meal,Sodium (Na),mg/kg (dry),10800
2239,bone meal,Nickel (Ni),mg/kg (dry),1.1
2239,bone meal,Phosphorus (P),mg/kg (dry),16800
2239,bone meal,Lead (Pb),mg/kg (dry),2.7
2239,bone meal,Silicon (Si),mg/kg (dry),3200
2239,bone meal,Strontium (Sr),mg/kg (dry),31
2239,bone meal,Titanium (Ti),mg/kg (dry),40
2239,bone meal,Zinc (Zn),mg/kg (dry),145
2240,chicken manure,Moisture content,wt%,34
2240,chicken manure,Ash content,wt%,16.7
2240,chicken manure,Volatile matter,wt%,39.6
2240,chicken manure,Fixed carbon,wt%,9.7
2240,chicken manure,Carbon,wt%,23.01
2240,chicken manure,Hydrogen,wt%,3.08
2240,chicken manure,Oxygen,wt%,21.35
2240,chicken manure,Nitrogen,wt%,1.87
2240,chicken manure,Sulphur,wt%,0.44
2240,chicken manure,Chlorine (Cl),mg/kg,6138
2240,chicken manure,Net calorific value (LHV),MJ/kg,8
2240,chicken manure,Gross calorific value (HHV),MJ/kg,9.5
2240,chicken manure,HHVMilne,MJ/kg,8.97
2240,chicken manure,Aluminium (Al),mg/kg (dry),900
2240,chicken manure,Calcium (Ca),mg/kg (dry),31800
